data_venda,id_pedido,produto,categoria,quantidade,preco_unitario,receita_total,regiao,metodo_pagamento,cliente_tipo
2024-08-03,PED01060,Motorola Edge 40,Smartphones,1,2200,2200,Norte,Cartão de Débito,Recorrente
2024-03-17,PED01061,Garmin Forerunner,Smartwatches,1,2200,2200,Centro,Cartão de Crédito,Novo
2024-12-04,PED01062,AirPods Pro,Fones de Ouvido,1,1800,1800,Oeste,Cartão de Débito,Recorrente
2024-07-28,PED01063,Lenovo Tab P11,Tablets,2,1800,3600,Norte,Cartão de Crédito,Recorrente
2024-07-23,PED01064,Apple Watch Series 9,Smartwatches,1,4500,4500,Oeste,PIX,Recorrente
2024-05-08,PED01065,Lenovo ThinkPad,Laptops,1,5800,5800,Centro,Boleto,Recorrente
2024-09-11,PED01066,Dell XPS 15,Laptops,1,7200,7200,Leste,Cartão de Crédito,Recorrente
2024-03-15,PED01067,Samsung Buds,Fones de Ouvido,3,650,1950,Centro,Cartão de Débito,Recorrente
2024-02-18,PED01068,JBL Tune 510,Fones de Ouvido,2,280,560,Centro,Cartão de Crédito,Recorrente
2024-11-01,PED01069,Samsung Galaxy S23,Smartphones,1,4200,4200,Oeste,PIX,Novo
2024-08-11,PED01070,Asus ROG,Laptops,1,9500,9500,Oeste,Boleto,Recorrente
2024-01-05,PED01071,Garmin Forerunner,Smartwatches,1,2200,2200,Centro,Boleto,Recorrente
2024-03-06,PED01072,Samsung Buds,Fones de Ouvido,3,650,1950,Oeste,Cartão de Débito,Novo
2024-06-19,PED01073,Amazon Fire HD,Tablets,2,850,1700,Centro,Boleto,Novo
2024-10-04,PED01074,iPad Air,Tablets,1,4200,4200,Oeste,Boleto,Recorrente
2024-08-13,PED01075,Dell XPS 15,Laptops,2,7200,14400,Centro,Cartão de Crédito,Novo
2024-07-11,PED01076,Sony WH-1000XM5,Fones de Ouvido,2,1500,3000,Sul,Cartão de Débito,Recorrente
2024-01-03,PED01077,iPad Air,Tablets,2,4200,8400,Sul,PIX,Recorrente
2024-07-02,PED01078,Asus ROG,Laptops,1,9500,9500,Oeste,PIX,Recorrente
2024-06-06,PED01079,Asus ROG,Laptops,2,9500,19000,Norte,PIX,Novo
2024-01-18,PED01080,Lenovo ThinkPad,Laptops,1,5800,5800,Sul,Cartão de Débito,Novo
2024-06-23,PED01081,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Centro,Boleto,Recorrente
2024-03-04,PED01082,Xiaomi Band 8,Smartwatches,1,350,350,Leste,Cartão de Débito,Recorrente
2024-03-11,PED01083,Samsung Buds,Fones de Ouvido,2,650,1300,Centro,PIX,Recorrente
2024-10-08,PED01084,Lenovo Tab P11,Tablets,1,1800,1800,Centro,Boleto,Novo
2024-10-20,PED01085,Xiaomi Band 8,Smartwatches,1,350,350,Centro,Cartão de Débito,Recorrente
2024-12-06,PED01086,Motorola Edge 40,Smartphones,1,2200,2200,Centro,Cartão de Crédito,Recorrente
2024-01-27,PED01087,Xiaomi Band 8,Smartwatches,1,350,350,Sul,Boleto,Recorrente
2024-02-15,PED01088,Sony WH-1000XM5,Fones de Ouvido,1,1500,1500,Leste,Cartão de Crédito,Recorrente
2024-08-10,PED01089,Dell XPS 15,Laptops,1,7200,7200,Sul,Cartão de Crédito,Novo
2024-07-11,PED01090,iPhone 14,Smartphones,2,3500,7000,Leste,PIX,Novo
2024-08-01,PED01091,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Norte,Cartão de Débito,Novo
2024-10-12,PED01092,Samsung Galaxy S23,Smartphones,1,4200,4200,Oeste,Cartão de Crédito,Novo
2024-03-07,PED01093,iPad Air,Tablets,2,4200,8400,Oeste,Boleto,Recorrente
2024-02-19,PED01094,Apple Watch Series 9,Smartwatches,1,4500,4500,Centro,Boleto,Recorrente
2024-01-01,PED01095,MacBook Air M2,Laptops,1,8500,8500,Oeste,Cartão de Débito,Recorrente
2024-10-24,PED01096,Sony WH-1000XM5,Fones de Ouvido,3,1500,4500,Sul,Cartão de Débito,Novo
2024-07-23,PED01097,Amazon Fire HD,Tablets,1,850,850,Sul,Boleto,Recorrente
2024-07-27,PED01098,Garmin Forerunner,Smartwatches,1,2200,2200,Oeste,PIX,Recorrente
2024-05-22,PED01099,Dell XPS 15,Laptops,1,7200,7200,Leste,PIX,Recorrente
2024-06-05,PED01100,iPad Air,Tablets,1,4200,4200,Leste,Cartão de Crédito,Recorrente
2024-04-18,PED01101,MacBook Air M2,Laptops,2,8500,17000,Leste,PIX,Novo
2024-06-15,PED01102,Dell XPS 15,Laptops,2,7200,14400,Sul,PIX,Novo
2024-04-13,PED01103,AirPods Pro,Fones de Ouvido,2,1800,3600,Oeste,Cartão de Débito,Recorrente
2024-11-18,PED01104,Sony WH-1000XM5,Fones de Ouvido,2,1500,3000,Leste,PIX,Novo
2024-02-12,PED01105,Dell XPS 15,Laptops,1,7200,7200,Oeste,Cartão de Crédito,Recorrente
2024-08-01,PED01106,Amazon Fire HD,Tablets,2,850,1700,Centro,Boleto,Recorrente
2024-03-13,PED01107,MacBook Air M2,Laptops,1,8500,8500,Oeste,Cartão de Crédito,Novo
2024-12-12,PED01108,MacBook Air M2,Laptops,1,8500,8500,Oeste,PIX,Recorrente
2024-01-20,PED01109,iPad Air,Tablets,2,4200,8400,Sul,Cartão de Débito,Recorrente
2024-08-10,PED01110,AirPods Pro,Fones de Ouvido,2,1800,3600,Norte,Cartão de Crédito,Recorrente
2024-07-10,PED01111,Xiaomi Band 8,Smartwatches,2,350,700,Leste,Boleto,Novo
2024-10-23,PED01112,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Centro,Cartão de Débito,Recorrente
2024-10-25,PED01113,Motorola Edge 40,Smartphones,1,2200,2200,Oeste,Cartão de Débito,Recorrente
2024-09-19,PED01114,Motorola Edge 40,Smartphones,2,2200,4400,Centro,Cartão de Débito,Recorrente
2024-08-22,PED01115,Sony WH-1000XM5,Fones de Ouvido,3,1500,4500,Oeste,Cartão de Débito,Novo
2024-08-22,PED01116,AirPods Pro,Fones de Ouvido,3,1800,5400,Norte,PIX,Recorrente
2024-07-12,PED01117,Apple Watch Series 9,Smartwatches,2,4500,9000,Centro,Boleto,Recorrente
2024-10-22,PED01118,JBL Tune 510,Fones de Ouvido,2,280,560,Centro,Cartão de Crédito,Recorrente
2024-10-05,PED01119,Garmin Forerunner,Smartwatches,1,2200,2200,Leste,Boleto,Recorrente
2024-04-05,PED01120,Samsung Galaxy S23,Smartphones,1,4200,4200,Norte,PIX,Recorrente
2024-04-05,PED01121,Xiaomi 13,Smartphones,1,2800,2800,Norte,Boleto,Recorrente
2024-07-03,PED01122,iPad Air,Tablets,1,4200,4200,Oeste,Cartão de Débito,Novo
2024-12-09,PED01123,Xiaomi 13,Smartphones,2,2800,5600,Centro,Cartão de Débito,Recorrente
2024-07-21,PED01124,MacBook Air M2,Laptops,2,8500,17000,Centro,Boleto,Novo
2024-11-20,PED01125,Xiaomi Band 8,Smartwatches,2,350,700,Norte,Cartão de Débito,Recorrente
2024-09-19,PED01126,Dell XPS 15,Laptops,1,7200,7200,Leste,PIX,Recorrente
2024-09-13,PED01127,Xiaomi 13,Smartphones,1,2800,2800,Sul,Cartão de Crédito,Recorrente
2024-11-06,PED01128,MacBook Air M2,Laptops,1,8500,8500,Oeste,PIX,Novo
2024-08-25,PED01129,Amazon Fire HD,Tablets,1,850,850,Sul,Boleto,Recorrente
2024-02-22,PED01130,Lenovo Tab P11,Tablets,1,1800,1800,Oeste,PIX,Novo
2024-06-06,PED01131,AirPods Pro,Fones de Ouvido,3,1800,5400,Leste,Cartão de Crédito,Novo
2024-12-27,PED01132,Dell XPS 15,Laptops,1,7200,7200,Norte,Cartão de Débito,Recorrente
2024-10-22,PED01133,Samsung Tab S9,Tablets,2,3500,7000,Norte,PIX,Recorrente
2024-09-26,PED01134,MacBook Air M2,Laptops,1,8500,8500,Norte,Cartão de Débito,Recorrente
2024-12-18,PED01135,iPad Air,Tablets,1,4200,4200,Leste,PIX,Novo
2024-12-20,PED01136,Amazon Fire HD,Tablets,1,850,850,Oeste,Cartão de Crédito,Recorrente
2024-05-16,PED01137,Motorola Edge 40,Smartphones,1,2200,2200,Centro,Cartão de Crédito,Recorrente
2024-11-07,PED01138,iPad Air,Tablets,2,4200,8400,Centro,PIX,Recorrente
2024-06-27,PED01139,MacBook Air M2,Laptops,2,8500,17000,Oeste,Cartão de Débito,Novo
2024-09-09,PED01140,AirPods Pro,Fones de Ouvido,2,1800,3600,Centro,Cartão de Crédito,Recorrente
2024-05-19,PED01141,Lenovo ThinkPad,Laptops,2,5800,11600,Centro,Cartão de Débito,Recorrente
2024-11-22,PED01142,AirPods Pro,Fones de Ouvido,3,1800,5400,Norte,PIX,Recorrente
2024-03-12,PED01143,Dell XPS 15,Laptops,2,7200,14400,Sul,Cartão de Crédito,Recorrente
2024-04-26,PED01144,Xiaomi Band 8,Smartwatches,1,350,350,Oeste,Boleto,Recorrente
2024-01-06,PED01145,Motorola Edge 40,Smartphones,1,2200,2200,Sul,Boleto,Recorrente
2024-04-17,PED01146,Asus ROG,Laptops,2,9500,19000,Leste,Cartão de Crédito,Recorrente
2024-01-03,PED01147,JBL Tune 510,Fones de Ouvido,3,280,840,Norte,Cartão de Débito,Novo
2024-06-12,PED01148,Asus ROG,Laptops,1,9500,9500,Norte,PIX,Novo
2024-06-16,PED01149,Lenovo Tab P11,Tablets,2,1800,3600,Centro,Cartão de Débito,Recorrente
2024-05-11,PED01150,Xiaomi Band 8,Smartwatches,1,350,350,Norte,Boleto,Recorrente
2024-01-10,PED01151,Apple Watch Series 9,Smartwatches,2,4500,9000,Leste,PIX,Recorrente
2024-04-09,PED01152,Xiaomi 13,Smartphones,1,2800,2800,Leste,Cartão de Débito,Recorrente
2024-03-28,PED01153,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Sul,Boleto,Novo
2024-07-26,PED01154,Dell XPS 15,Laptops,2,7200,14400,Norte,Cartão de Débito,Recorrente
2024-06-12,PED01155,MacBook Air M2,Laptops,1,8500,8500,Norte,PIX,Novo
2024-09-24,PED01156,JBL Tune 510,Fones de Ouvido,2,280,560,Centro,Boleto,Recorrente
2024-07-16,PED01157,Dell XPS 15,Laptops,1,7200,7200,Sul,PIX,Novo
2024-04-02,PED01158,Sony WH-1000XM5,Fones de Ouvido,2,1500,3000,Norte,Cartão de Débito,Novo
2024-09-20,PED01159,Garmin Forerunner,Smartwatches,1,2200,2200,Sul,PIX,Recorrente
2024-05-10,PED01160,Asus ROG,Laptops,2,9500,19000,Norte,Boleto,Novo
2024-05-18,PED01161,Lenovo Tab P11,Tablets,2,1800,3600,Sul,Cartão de Débito,Recorrente
2024-01-05,PED01162,iPhone 14,Smartphones,1,3500,3500,Oeste,Boleto,Recorrente
2024-03-18,PED01163,Sony WH-1000XM5,Fones de Ouvido,1,1500,1500,Sul,Cartão de Crédito,Novo
2024-06-21,PED01164,Samsung Buds,Fones de Ouvido,1,650,650,Leste,Cartão de Crédito,Recorrente
2024-08-09,PED01165,MacBook Air M2,Laptops,1,8500,8500,Leste,Cartão de Crédito,Recorrente
2024-11-09,PED01166,Amazon Fire HD,Tablets,1,850,850,Norte,Cartão de Crédito,Recorrente
2024-04-09,PED01167,iPhone 14,Smartphones,1,3500,3500,Centro,Cartão de Débito,Recorrente
2024-10-02,PED01168,Xiaomi 13,Smartphones,1,2800,2800,Norte,Cartão de Crédito,Novo
2024-10-01,PED01169,Lenovo Tab P11,Tablets,1,1800,1800,Centro,Cartão de Débito,Recorrente
2024-02-25,PED01170,JBL Tune 510,Fones de Ouvido,3,280,840,Oeste,Cartão de Débito,Recorrente
2024-05-02,PED01171,Apple Watch Series 9,Smartwatches,2,4500,9000,Leste,Boleto,Recorrente
2024-03-07,PED01172,Apple Watch Series 9,Smartwatches,1,4500,4500,Sul,PIX,Recorrente
2024-06-27,PED01173,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Sul,PIX,Novo
2024-04-17,PED01174,Dell XPS 15,Laptops,1,7200,7200,Norte,PIX,Recorrente
2024-05-07,PED01175,Amazon Fire HD,Tablets,2,850,1700,Sul,Cartão de Débito,Recorrente
2024-04-07,PED01176,iPhone 14,Smartphones,1,3500,3500,Leste,Cartão de Débito,Recorrente
2024-11-28,PED01177,Garmin Forerunner,Smartwatches,1,2200,2200,Sul,Cartão de Crédito,Novo
2024-07-19,PED01178,Dell XPS 15,Laptops,2,7200,14400,Oeste,PIX,Recorrente
2024-08-08,PED01179,AirPods Pro,Fones de Ouvido,2,1800,3600,Centro,PIX,Recorrente
2024-08-16,PED01180,Asus ROG,Laptops,1,9500,9500,Centro,Cartão de Débito,Recorrente
2024-05-02,PED01181,iPad Air,Tablets,1,4200,4200,Sul,PIX,Recorrente
2024-10-20,PED01182,iPad Air,Tablets,1,4200,4200,Leste,Cartão de Crédito,Recorrente
2024-01-13,PED01183,Amazon Fire HD,Tablets,1,850,850,Norte,Boleto,Recorrente
2024-05-17,PED01184,Xiaomi Band 8,Smartwatches,2,350,700,Sul,Cartão de Crédito,Novo
2024-01-11,PED01185,Xiaomi Band 8,Smartwatches,2,350,700,Norte,Boleto,Recorrente
2024-02-02,PED01186,iPad Air,Tablets,1,4200,4200,Sul,Cartão de Débito,Recorrente
2024-05-15,PED01187,Motorola Edge 40,Smartphones,1,2200,2200,Leste,Cartão de Débito,Novo
2024-04-12,PED01188,Lenovo ThinkPad,Laptops,2,5800,11600,Sul,Cartão de Crédito,Recorrente
2024-10-05,PED01189,Motorola Edge 40,Smartphones,2,2200,4400,Oeste,Cartão de Crédito,Recorrente
2024-02-11,PED01190,iPad Air,Tablets,1,4200,4200,Leste,Cartão de Débito,Novo
2024-08-28,PED01191,iPad Air,Tablets,1,4200,4200,Sul,Cartão de Crédito,Recorrente
2024-03-01,PED01192,Samsung Galaxy S23,Smartphones,2,4200,8400,Centro,PIX,Recorrente
2024-01-15,PED01193,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Leste,Cartão de Crédito,Novo
2024-01-27,PED01194,Garmin Forerunner,Smartwatches,1,2200,2200,Norte,Cartão de Crédito,Recorrente
2024-01-27,PED01195,Lenovo ThinkPad,Laptops,2,5800,11600,Sul,PIX,Recorrente
2024-08-26,PED01196,Apple Watch Series 9,Smartwatches,2,4500,9000,Centro,Cartão de Crédito,Recorrente
2024-03-20,PED01197,Samsung Tab S9,Tablets,1,3500,3500,Oeste,Cartão de Débito,Recorrente
2024-06-16,PED01198,iPad Air,Tablets,1,4200,4200,Norte,PIX,Novo
2024-06-23,PED01199,MacBook Air M2,Laptops,2,8500,17000,Leste,Boleto,Recorrente
2024-08-09,PED01200,Amazon Fire HD,Tablets,1,850,850,Sul,Boleto,Recorrente
2024-05-18,PED01201,JBL Tune 510,Fones de Ouvido,3,280,840,Leste,Cartão de Crédito,Recorrente
2024-04-19,PED01202,Lenovo ThinkPad,Laptops,1,5800,5800,Centro,Cartão de Débito,Novo
2024-12-22,PED01203,Samsung Buds,Fones de Ouvido,1,650,650,Centro,PIX,Novo
2024-03-12,PED01204,Lenovo Tab P11,Tablets,1,1800,1800,Sul,Cartão de Crédito,Recorrente
2024-04-12,PED01205,Samsung Tab S9,Tablets,1,3500,3500,Leste,Cartão de Débito,Recorrente
2024-01-28,PED01206,AirPods Pro,Fones de Ouvido,1,1800,1800,Sul,Cartão de Crédito,Recorrente
2024-10-27,PED01207,Amazon Fire HD,Tablets,1,850,850,Oeste,Cartão de Débito,Recorrente
2024-06-13,PED01208,Garmin Forerunner,Smartwatches,1,2200,2200,Centro,Boleto,Recorrente
2024-07-08,PED01209,Samsung Tab S9,Tablets,1,3500,3500,Oeste,Boleto,Recorrente
2024-11-21,PED01210,Sony WH-1000XM5,Fones de Ouvido,3,1500,4500,Norte,PIX,Novo
2024-04-09,PED01211,Amazon Fire HD,Tablets,2,850,1700,Centro,PIX,Novo
2024-09-03,PED01212,Samsung Tab S9,Tablets,1,3500,3500,Leste,Cartão de Débito,Recorrente
2024-04-11,PED01213,Samsung Galaxy S23,Smartphones,1,4200,4200,Norte,PIX,Novo
2024-12-24,PED01214,Amazon Fire HD,Tablets,2,850,1700,Leste,Cartão de Crédito,Recorrente
2024-02-15,PED01215,iPhone 14,Smartphones,1,3500,3500,Sul,PIX,Recorrente
2024-05-07,PED01216,Dell XPS 15,Laptops,1,7200,7200,Sul,PIX,Recorrente
2024-05-12,PED01217,iPhone 14,Smartphones,1,3500,3500,Sul,Boleto,Recorrente
2024-07-26,PED01218,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Sul,Cartão de Crédito,Novo
2024-03-25,PED01219,Apple Watch Series 9,Smartwatches,2,4500,9000,Centro,PIX,Recorrente
2024-08-13,PED01220,Xiaomi 13,Smartphones,2,2800,5600,Norte,Cartão de Crédito,Novo
2024-08-23,PED01221,iPad Air,Tablets,2,4200,8400,Centro,Cartão de Crédito,Recorrente
2024-03-22,PED01222,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Centro,Boleto,Recorrente
2024-11-23,PED01223,Dell XPS 15,Laptops,2,7200,14400,Centro,Boleto,Recorrente
2024-06-26,PED01224,iPhone 14,Smartphones,2,3500,7000,Oeste,Cartão de Débito,Recorrente
2024-02-22,PED01225,AirPods Pro,Fones de Ouvido,3,1800,5400,Centro,Boleto,Recorrente
2024-02-27,PED01226,iPhone 14,Smartphones,1,3500,3500,Sul,PIX,Recorrente
2024-02-07,PED01227,Lenovo ThinkPad,Laptops,1,5800,5800,Norte,Cartão de Crédito,Recorrente
2024-12-22,PED01228,Motorola Edge 40,Smartphones,2,2200,4400,Centro,Cartão de Crédito,Recorrente
2024-12-15,PED01229,AirPods Pro,Fones de Ouvido,3,1800,5400,Oeste,Cartão de Crédito,Novo
2024-04-18,PED01230,iPad Air,Tablets,1,4200,4200,Sul,Cartão de Débito,Recorrente
2024-08-08,PED01231,Lenovo Tab P11,Tablets,1,1800,1800,Oeste,PIX,Recorrente
2024-03-03,PED01232,MacBook Air M2,Laptops,1,8500,8500,Centro,Boleto,Novo
2024-10-07,PED01233,Motorola Edge 40,Smartphones,1,2200,2200,Sul,Cartão de Débito,Novo
2024-09-20,PED01234,JBL Tune 510,Fones de Ouvido,1,280,280,Sul,Boleto,Recorrente
2024-02-02,PED01235,Amazon Fire HD,Tablets,1,850,850,Centro,PIX,Recorrente
2024-05-16,PED01236,Dell XPS 15,Laptops,1,7200,7200,Centro,Cartão de Crédito,Novo
2024-05-08,PED01237,JBL Tune 510,Fones de Ouvido,1,280,280,Norte,Cartão de Crédito,Novo
2024-12-18,PED01238,JBL Tune 510,Fones de Ouvido,3,280,840,Leste,PIX,Recorrente
2024-07-09,PED01239,Lenovo ThinkPad,Laptops,2,5800,11600,Leste,Boleto,Recorrente
2024-04-26,PED01240,Xiaomi 13,Smartphones,1,2800,2800,Centro,Boleto,Novo
2024-06-25,PED01241,Motorola Edge 40,Smartphones,1,2200,2200,Norte,Boleto,Novo
2024-10-21,PED01242,Samsung Tab S9,Tablets,1,3500,3500,Norte,Boleto,Recorrente
2024-07-10,PED01243,JBL Tune 510,Fones de Ouvido,2,280,560,Sul,Cartão de Crédito,Recorrente
2024-09-14,PED01244,Samsung Tab S9,Tablets,1,3500,3500,Oeste,PIX,Novo
2024-08-01,PED01245,Lenovo Tab P11,Tablets,1,1800,1800,Centro,PIX,Recorrente
2024-11-01,PED01246,JBL Tune 510,Fones de Ouvido,1,280,280,Centro,Boleto,Recorrente
2024-09-23,PED01247,Lenovo ThinkPad,Laptops,1,5800,5800,Centro,PIX,Novo
2024-09-25,PED01248,iPad Air,Tablets,1,4200,4200,Sul,Boleto,Recorrente
2024-09-01,PED01249,Xiaomi 13,Smartphones,1,2800,2800,Leste,Cartão de Débito,Novo
2024-11-19,PED01250,Xiaomi 13,Smartphones,2,2800,5600,Leste,Cartão de Débito,Recorrente
2024-07-16,PED01251,iPhone 14,Smartphones,1,3500,3500,Centro,Boleto,Recorrente
2024-12-27,PED01252,Samsung Galaxy S23,Smartphones,1,4200,4200,Norte,Boleto,Novo
2024-10-01,PED01253,Lenovo Tab P11,Tablets,1,1800,1800,Centro,Boleto,Recorrente
2024-04-26,PED01254,Dell XPS 15,Laptops,1,7200,7200,Leste,Cartão de Débito,Recorrente
2024-08-11,PED01255,Xiaomi Band 8,Smartwatches,1,350,350,Sul,Cartão de Crédito,Recorrente
2024-01-17,PED01256,Motorola Edge 40,Smartphones,1,2200,2200,Centro,PIX,Recorrente
2024-01-18,PED01257,Lenovo ThinkPad,Laptops,1,5800,5800,Leste,Boleto,Recorrente
2024-11-16,PED01258,Samsung Buds,Fones de Ouvido,3,650,1950,Leste,Boleto,Recorrente
2024-06-23,PED01259,Motorola Edge 40,Smartphones,1,2200,2200,Leste,Boleto,Novo
2024-02-09,PED01260,Lenovo ThinkPad,Laptops,1,5800,5800,Centro,PIX,Recorrente
2024-12-25,PED01261,iPad Air,Tablets,1,4200,4200,Sul,Cartão de Débito,Novo
2024-03-15,PED01262,Xiaomi 13,Smartphones,1,2800,2800,Oeste,Cartão de Crédito,Novo
2024-05-25,PED01263,Lenovo Tab P11,Tablets,1,1800,1800,Sul,Cartão de Crédito,Novo
2024-01-01,PED01264,Samsung Galaxy S23,Smartphones,1,4200,4200,Centro,PIX,Recorrente
2024-11-04,PED01265,Asus ROG,Laptops,1,9500,9500,Leste,Boleto,Recorrente
2024-10-13,PED01266,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Sul,Cartão de Débito,Recorrente
2024-08-22,PED01267,Lenovo ThinkPad,Laptops,1,5800,5800,Norte,Boleto,Recorrente
2024-05-14,PED01268,Lenovo ThinkPad,Laptops,1,5800,5800,Norte,Cartão de Débito,Novo
2024-04-18,PED01269,Lenovo Tab P11,Tablets,2,1800,3600,Oeste,Cartão de Débito,Novo
2024-04-09,PED01270,iPad Air,Tablets,1,4200,4200,Leste,Cartão de Crédito,Recorrente
2024-01-01,PED01271,Xiaomi Band 8,Smartwatches,1,350,350,Leste,PIX,Novo
2024-01-10,PED01272,iPad Air,Tablets,2,4200,8400,Sul,Cartão de Débito,Recorrente
2024-10-22,PED01273,Samsung Tab S9,Tablets,1,3500,3500,Sul,Cartão de Crédito,Novo
2024-12-21,PED01274,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Centro,Cartão de Crédito,Recorrente
2024-07-06,PED01275,JBL Tune 510,Fones de Ouvido,1,280,280,Leste,Cartão de Débito,Recorrente
2024-01-17,PED01276,Samsung Buds,Fones de Ouvido,2,650,1300,Sul,Cartão de Crédito,Recorrente
2024-02-14,PED01277,iPad Air,Tablets,1,4200,4200,Centro,PIX,Novo
2024-12-18,PED01278,Dell XPS 15,Laptops,1,7200,7200,Norte,Cartão de Crédito,Recorrente
2024-03-04,PED01279,AirPods Pro,Fones de Ouvido,1,1800,1800,Sul,Boleto,Novo
2024-07-12,PED01280,JBL Tune 510,Fones de Ouvido,1,280,280,Leste,Boleto,Recorrente
2024-05-17,PED01281,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Centro,Cartão de Débito,Recorrente
2024-11-26,PED01282,MacBook Air M2,Laptops,2,8500,17000,Centro,Cartão de Débito,Recorrente
2024-07-16,PED01283,Xiaomi 13,Smartphones,1,2800,2800,Leste,Cartão de Débito,Novo
2024-10-27,PED01284,MacBook Air M2,Laptops,1,8500,8500,Oeste,PIX,Recorrente
2024-08-03,PED01285,Lenovo ThinkPad,Laptops,1,5800,5800,Centro,PIX,Novo
2024-09-27,PED01286,JBL Tune 510,Fones de Ouvido,2,280,560,Oeste,PIX,Recorrente
2024-04-21,PED01287,Dell XPS 15,Laptops,1,7200,7200,Oeste,Cartão de Crédito,Recorrente
2024-01-10,PED01288,Xiaomi 13,Smartphones,1,2800,2800,Sul,Cartão de Crédito,Recorrente
2024-11-05,PED01289,Samsung Buds,Fones de Ouvido,1,650,650,Leste,Cartão de Débito,Recorrente
2024-06-08,PED01290,Apple Watch Series 9,Smartwatches,1,4500,4500,Centro,Boleto,Novo
2024-03-27,PED01291,Dell XPS 15,Laptops,1,7200,7200,Norte,Cartão de Crédito,Novo
2024-10-27,PED01292,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Centro,Boleto,Recorrente
2024-08-12,PED01293,Dell XPS 15,Laptops,2,7200,14400,Sul,Cartão de Débito,Recorrente
2024-05-05,PED01294,iPhone 14,Smartphones,1,3500,3500,Oeste,PIX,Recorrente
2024-07-13,PED01295,iPhone 14,Smartphones,1,3500,3500,Sul,Cartão de Crédito,Novo
2024-03-11,PED01296,AirPods Pro,Fones de Ouvido,2,1800,3600,Centro,Cartão de Crédito,Recorrente
2024-08-01,PED01297,Motorola Edge 40,Smartphones,2,2200,4400,Leste,PIX,Novo
2024-01-07,PED01298,Lenovo ThinkPad,Laptops,2,5800,11600,Leste,Cartão de Débito,Recorrente
2024-06-20,PED01299,Samsung Tab S9,Tablets,1,3500,3500,Centro,Cartão de Débito,Recorrente
2024-09-21,PED01300,JBL Tune 510,Fones de Ouvido,1,280,280,Norte,Cartão de Débito,Recorrente
2024-11-21,PED01301,iPad Air,Tablets,1,4200,4200,Leste,PIX,Recorrente
2024-07-17,PED01302,Xiaomi Band 8,Smartwatches,2,350,700,Leste,Boleto,Novo
2024-08-23,PED01303,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Leste,Cartão de Crédito,Recorrente
2024-10-02,PED01304,Dell XPS 15,Laptops,1,7200,7200,Oeste,Boleto,Recorrente
2024-09-05,PED01305,Sony WH-1000XM5,Fones de Ouvido,3,1500,4500,Norte,Cartão de Crédito,Recorrente
2024-08-20,PED01306,Sony WH-1000XM5,Fones de Ouvido,1,1500,1500,Norte,PIX,Recorrente
2024-12-22,PED01307,Amazon Fire HD,Tablets,1,850,850,Oeste,PIX,Recorrente
2024-11-13,PED01308,Lenovo Tab P11,Tablets,1,1800,1800,Sul,Cartão de Crédito,Novo
2024-11-22,PED01309,Garmin Forerunner,Smartwatches,2,2200,4400,Leste,PIX,Novo
2024-06-11,PED01310,Xiaomi 13,Smartphones,1,2800,2800,Sul,Boleto,Recorrente
2024-01-09,PED01311,Samsung Tab S9,Tablets,1,3500,3500,Centro,PIX,Novo
2024-05-06,PED01312,MacBook Air M2,Laptops,1,8500,8500,Sul,Boleto,Recorrente
2024-10-09,PED01313,Samsung Tab S9,Tablets,1,3500,3500,Centro,Cartão de Crédito,Recorrente
2024-12-02,PED01314,Lenovo Tab P11,Tablets,1,1800,1800,Sul,PIX,Recorrente
2024-03-13,PED01315,Lenovo Tab P11,Tablets,1,1800,1800,Sul,Boleto,Novo
2024-08-23,PED01316,Samsung Tab S9,Tablets,2,3500,7000,Norte,Boleto,Recorrente
2024-05-24,PED01317,Lenovo Tab P11,Tablets,1,1800,1800,Centro,Boleto,Novo
2024-07-26,PED01318,Asus ROG,Laptops,1,9500,9500,Norte,Cartão de Débito,Recorrente
2024-03-03,PED01319,iPhone 14,Smartphones,1,3500,3500,Leste,Boleto,Recorrente
2024-02-12,PED01320,Xiaomi Band 8,Smartwatches,1,350,350,Centro,PIX,Recorrente
2024-11-28,PED01321,Xiaomi Band 8,Smartwatches,1,350,350,Oeste,PIX,Recorrente
2024-02-23,PED01322,Sony WH-1000XM5,Fones de Ouvido,2,1500,3000,Sul,PIX,Novo
2024-07-22,PED01323,Asus ROG,Laptops,2,9500,19000,Leste,Cartão de Débito,Recorrente
2024-02-07,PED01324,Apple Watch Series 9,Smartwatches,1,4500,4500,Centro,PIX,Novo
2024-12-25,PED01325,Lenovo ThinkPad,Laptops,1,5800,5800,Centro,Cartão de Débito,Novo
2024-06-24,PED01326,Lenovo Tab P11,Tablets,2,1800,3600,Centro,Cartão de Crédito,Novo
